,cim,count
1569,L253,12
1570,L254,0
1571,L255,0
1572,L258,39
1573,L259,125
1574,L270,2124
1575,L271,481
1576,L272,247
1577,L278,78
1578,L279,14
1579,L280,95
1580,L281,117
1581,L282,528
1582,L290,89
1583,L291,0
1584,L292,31
1585,L293,0
1586,L298,818
1587,L299,618
1588,L300,100
1589,L301,110
1590,L302,11
1591,L303,899
1592,L304,242
1593,L308,1553
1594,L309,644
1595,L400,1497
1596,L401,273
1597,L402,14
1598,L403,116
1599,L404,91
1600,L405,698
1601,L408,501
1602,L409,628
1603,L410,12
1604,L411,13
1605,L413,12
1606,L414,20
1607,L418,18
1608,L419,0
1609,L430,0
1610,L431,0
1611,L432,0
1612,L433,20
1613,L438,108
1614,L439,84
1615,L440,42
1616,L441,0
1617,L444,21
1618,L448,18
1619,L449,14
1620,L500,3758
1621,L501,415
1622,L502,37
1623,L503,12
1624,L505,32
1625,L506,51
1626,L508,862
1627,L509,1516
1628,L510,132
1629,L511,232
1630,L518,84
1631,L519,145
1632,L530,470
1633,L531,14
1634,L533,0
1635,L538,511
1636,L539,683
1637,L548,62
1638,L550,16
1639,L551,16
1640,L552,0
1641,L558,0
1642,L559,0
1643,L560,17
1644,L561,22
1645,L562,0
1646,L563,21
1647,L564,16
1648,L568,36
1649,L570,2298
1650,L571,0
1651,L574,0
1652,L575,0
1653,L578,27
1654,L579,0
1655,L580,99
1656,L581,30
1657,L589,17
1658,L590,0
1659,L598,122
1660,L599,0
1661,L600,22055
1662,L601,19
1663,L602,49
1664,L603,1649
1665,L605,0
1666,L608,347
1667,L609,19
1668,L620,0
1669,L628,0
1670,L630,24
1671,L631,109
1672,L632,0
1673,L638,20
1674,L639,72
1675,L648,0
1676,L649,0
1677,L650,0
1678,L658,12
1679,L659,13
1680,L660,0
1681,L661,0
1682,L662,27
1683,L663,0
1684,L664,16
1685,L668,77
1686,L669,70
1687,L679,0
1688,L680,277
1689,L681,0
1690,L682,13
1691,L688,0
1692,L689,0
1693,L700,19
1694,L701,20
1695,L703,0
1696,L704,0
1697,L705,0
1698,L708,18
1699,L709,12
1700,L710,0
1701,L711,189
1702,L718,26
1703,L719,23
1704,L720,13076
1705,L721,7357
1706,L722,33
1707,L728,953
1708,L729,410
1709,L730,20
1710,L731,0
1711,L732,4498
1712,L738,227
1713,L739,42
1714,L742,0
1715,L743,0
1716,L744,0
1717,L748,21
1718,L749,0
1719,L750,0
1720,L752,0
1721,L758,194
1722,L759,0
1723,L810,0
1724,L812,0
1725,L813,22
1726,L814,169
1727,L816,0
1728,L817,21
1729,L818,35
1730,L819,17
1731,L850,0
1732,L851,221
1733,L852,16
1734,L853,25
1735,L858,772
1736,L859,79
1737,L870,34
1738,L871,0
1739,L872,0
1740,L878,0
1741,L890,306
1742,L891,1107
1743,L892,2464
1744,L893,5307
1745,L899,279
1746,L900,201
1747,L902,0
1748,L903,0
1749,L904,0
1750,L905,7745
1751,L906,0
1752,L908,231
1753,L909,16
1754,L910,3462
1755,L918,387
1756,L919,24
1757,L920,100
1758,L921,34
1759,L922,12
1760,L923,612
1761,L928,694
1762,L929,225
1763,L930,382
1764,L931,317
1765,L932,103
1766,L940,326
1767,L941,43
1768,L942,265
1769,L943,42
1770,L945,0
1771,L946,0
1772,L948,73
1773,L950,104
1774,L951,0
1775,L958,394
1776,L959,200
1777,L980,1613
1778,L981,0
1779,L982,254
1780,L983,18
1781,L984,1979
1782,L985,36
1783,L986,330
1784,L988,2100
1785,L990,0
1786,L998,271
1787,M000,283
1788,M001,0
1789,M002,73
1790,M008,147
1791,M009,485
1792,M011,0
1793,M012,0
1794,M013,24
1795,M015,20
1796,M018,27
1797,M021,0
1798,M022,0
1799,M023,14
1800,M028,19
1801,M029,13
1802,M030,0
1803,M032,0
1804,M036,0
1805,M050,15
1806,M051,13
1807,M052,71
1808,M053,125
1809,M058,465
1810,M059,1161
1811,M060,403
1812,M061,134
1813,M063,50
1814,M064,373
1815,M068,182
1816,M069,901
1817,M070,28
1818,M071,12
1819,M072,40
1820,M073,459
1821,M074,32
1822,M075,0
1823,M076,0
1824,M080,43
1825,M081,19
1826,M082,55
1827,M083,99
1828,M084,38
1829,M088,22
1830,M089,17
1831,M090,0
1832,M098,0
1833,M100,393
1834,M102,11
1835,M103,51
1836,M104,25
1837,M109,336
1838,M110,20
1839,M111,0
1840,M112,453
1841,M118,51
1842,M119,32
1843,M122,42
1844,M123,16
1845,M124,0
1846,M125,0
1847,M128,54
1848,M130,884
1849,M131,91
1850,M138,112
1851,M139,156
1852,M140,32
1853,M141,24
1854,M142,87
1855,M144,0
1856,M145,114
1857,M146,266
1858,M148,148
1859,M150,276
1860,M151,74
1861,M152,0
1862,M153,106
1863,M154,40
1864,M158,241
1865,M159,552
1866,M160,15998
1867,M161,71125
1868,M162,1069
1869,M163,2640
1870,M164,87
1871,M165,1024
1872,M166,401
1873,M167,2924
1874,M169,10096
1875,M170,17366
1876,M171,68767
1877,M172,182
1878,M173,1305
1879,M174,1477
1880,M175,8498
1881,M179,11756
1882,M180,882
1883,M181,2554
1884,M182,21
1885,M183,49
1886,M184,0
1887,M185,51
1888,M189,554
1889,M190,675
1890,M191,92
1891,M192,49
1892,M198,183
1893,M199,95
1894,M200,1090
1895,M201,73359
1896,M202,5409
1897,M203,989
1898,M204,1967
1899,M205,10628
1900,M206,159
1901,M210,55
1902,M211,101
1903,M212,274
1904,M213,207
1905,M214,263
1906,M215,147
1907,M216,390
1908,M217,48
1909,M218,45
1910,M219,0
1911,M220,2257
1912,M221,832
1913,M222,2719
1914,M223,336
1915,M224,501
1916,M228,689
1917,M229,15
1918,M230,126
1919,M231,148
1920,M232,7643
1921,M233,4921
1922,M234,968
1923,M235,2241
1924,M236,409
1925,M238,920
1926,M239,31
1927,M240,57
1928,M241,48
1929,M242,138
1930,M243,0
1931,M244,204
1932,M245,66
1933,M246,83
1934,M247,18
1935,M248,23
1936,M250,143
1937,M251,14
1938,M252,38
1939,M253,77
1940,M254,132
1941,M255,1095
1942,M256,213
1943,M257,44
1944,M258,42
1945,M300,257
1946,M301,281
1947,M303,827
1948,M308,64
1949,M310,198
1950,M311,456
1951,M312,0
1952,M313,889
1953,M314,256
1954,M315,593
1955,M316,2076
1956,M317,327
1957,M318,411
1958,M319,187
1959,M320,47
1960,M321,1335
1961,M328,326
1962,M329,722
1963,M330,107
1964,M331,565
1965,M332,513
1966,M339,318
1967,M340,796
1968,M341,556
1969,M342,0
1970,M348,461
1971,M349,785
1972,M350,1813
1973,M351,329
1974,M352,536
1975,M353,2767
1976,M354,69
1977,M355,0
1978,M356,17
1979,M357,19
0,M358,265
1,M359,123
2,M360,64
3,M361,13
4,M362,66
5,M363,0
6,M364,0
7,M368,17
8,M400,14
9,M401,58
10,M402,83
11,M404,0
12,M405,0
13,M410,99
14,M411,228
15,M412,37
16,M413,30
17,M414,93
18,M415,65
19,M418,26
20,M419,298
21,M420,13
22,M429,0
23,M430,19
24,M431,759
25,M432,0
26,M433,0
27,M435,0
28,M436,244
29,M438,17
30,M439,386
31,M460,0
32,M461,180
33,M462,58
34,M463,229
35,M464,41
36,M465,126
37,M468,83
38,M469,158
39,M470,0
40,M471,111
41,M472,568
42,M478,226
43,M479,83
44,M480,1272
45,M481,33
46,M482,43
47,M483,0
48,M484,31
49,M485,851
50,M488,29
51,M489,12
52,M490,22
53,M491,0
54,M492,0
55,M493,17
56,M494,0
57,M495,232
58,M498,0
59,M500,768
60,M501,4869
61,M502,1014
62,M503,78
63,M508,85
64,M509,137
65,M510,216
66,M511,33951
67,M512,7830
68,M513,675
69,M514,12
70,M518,1300
71,M519,347
72,M530,24
73,M531,1264
74,M532,119
75,M533,110
76,M538,0
77,M539,0
78,M540,16
79,M541,579
80,M542,1466
81,M543,3314
82,M544,4695
83,M545,8354
84,M546,478
85,M548,361
86,M549,861
87,M600,167
88,M601,0
89,M602,117
90,M608,115
91,M609,255
92,M610,0
93,M611,11
94,M612,0
95,M614,12
96,M615,0
97,M619,0
98,M620,16
99,M621,44
100,M622,134
101,M623,0
102,M624,140
103,M625,95
104,M626,0
105,M630,0
106,M632,15
107,M633,14
108,M638,63
109,M650,383
110,M651,75
111,M652,98
112,M653,4015
113,M654,1169
114,M658,820
115,M659,149
116,M660,87
117,M661,52
118,M662,65
119,M663,16
120,M664,21
121,M665,24
122,M670,386
123,M671,1089
124,M672,417
125,M673,659
126,M674,4319
127,M678,1153
128,M679,31
129,M680,24
130,M688,57
131,M700,150
132,M701,19
133,M702,396
134,M703,1166
135,M704,320
136,M705,770
137,M706,55
138,M707,39
139,M708,16
140,M709,0
141,M710,38
142,M711,66
143,M712,826
144,M713,1504
145,M714,0
146,M715,18
147,M718,11
148,M719,19
149,M720,3571
150,M721,0
151,M722,412
152,M724,17
153,M726,104
154,M728,23
155,M729,0
156,M738,0
157,M750,1815
158,M751,62090
159,M752,2010
160,M753,4314
161,M754,3343
162,M755,1456
163,M758,3731
164,M759,37
165,M760,258
166,M761,63
167,M762,43
168,M763,15
169,M764,0
170,M765,239
171,M766,774
172,M767,59
173,M768,159
174,M769,0
175,M770,29
176,M771,1071
177,M772,0
178,M773,217
179,M774,407
180,M775,262
181,M778,181
182,M779,79
183,M790,85
184,M791,482
185,M792,146
186,M793,94
187,M794,0
188,M795,1000
189,M796,1636
190,M797,812
191,M798,63
192,M800,916
193,M801,0
194,M802,31
195,M804,95
196,M805,242
197,M808,345
198,M809,566
199,M810,124
200,M811,0
201,M812,0
202,M813,0
203,M814,59
204,M815,21
205,M816,0
206,M818,101
207,M819,129
208,M820,0
209,M821,18
210,M828,0
211,M831,0
212,M832,0
213,M838,0
214,M839,0
215,M840,179
216,M841,354
217,M842,32
218,M843,13
219,M844,88
220,M848,0
221,M849,0
222,M850,46
223,M852,0
224,M853,63
225,M854,13
226,M855,14
227,M856,42
228,M858,146
229,M859,0
230,M860,167
231,M861,135
232,M862,85
233,M863,53
234,M864,99
235,M866,65
236,M868,78
237,M869,342
238,M870,106
239,M871,28
240,M872,24
241,M873,55
242,M878,48
243,M879,83
244,M880,0
245,M888,12
246,M889,23
247,M890,540
248,M892,74
249,M893,0
250,M894,0
251,M895,61
252,M896,0
253,M898,182
254,M900,0
255,M901,0
256,M902,0
257,M904,0
258,M905,0
259,M906,0
260,M907,207
261,M908,0
262,M910,26
263,M911,131
264,M912,0
265,M913,0
266,M918,30
267,M919,24
268,M920,23
269,M921,15
270,M922,11
271,M923,0
272,M924,112
273,M925,205
274,M926,317
275,M927,19
276,M928,118
277,M929,16
278,M930,596
279,M931,239
280,M932,542
281,M938,1520
282,M939,80
283,M940,128
284,M941,80
285,M942,35
286,M943,0
287,M948,215
288,M950,2067
289,M951,758
290,M952,83
291,M953,0
292,M954,116
293,M955,0
294,M958,58
295,M959,12
296,M960,1332
297,M961,30
298,M962,0
299,M963,25
300,M964,0
301,M965,0
302,M966,4774
303,M968,619
304,M990,64
305,M991,0
306,M992,0
307,M993,542
308,M994,0
309,M995,145
310,M996,13
311,M997,0
312,M998,0
313,N000,40
314,N001,29
315,N002,42
316,N003,0
317,N004,29
318,N005,25
319,N006,0
320,N007,30
321,N008,24
322,N009,179
323,N010,0
324,N011,14
325,N012,0
326,N013,0
327,N014,0
328,N015,0
329,N017,38
330,N018,0
331,N019,26
332,N020,37
333,N021,16
334,N022,0
335,N023,31
336,N024,0
337,N025,0
338,N026,0
339,N027,0
340,N028,556
341,N029,1941
342,N030,32
343,N031,65
344,N032,62
345,N033,0
346,N034,0
347,N035,22
348,N036,0
349,N037,15
350,N038,13
351,N039,104
352,N040,423
353,N041,369
354,N042,432
355,N043,47
356,N044,31
357,N045,41
358,N046,16
359,N047,31
360,N048,266
361,N049,1809
362,N050,18
363,N051,52
364,N052,50
365,N053,0
366,N054,0
367,N055,41
368,N056,20
369,N057,18
370,N058,81
371,N059,121
372,N060,55
373,N061,62
374,N062,17
375,N063,0
376,N064,0
377,N065,0
378,N066,0
379,N067,0
380,N068,68
381,N070,0
382,N071,0
383,N072,0
384,N073,0
385,N074,0
386,N078,0
387,N079,11
388,N080,64
389,N081,55
390,N082,174
391,N083,947
392,N084,70
393,N085,398
394,N088,55
395,N110,3466
396,N111,3001
397,N118,234
398,N119,263
399,N130,3432
400,N131,6090
401,N132,9336
402,N133,3832
403,N134,197
404,N135,4234
405,N136,4689
406,N137,1037
407,N138,337
408,N139,230
409,N140,20
410,N141,362
411,N142,127
412,N143,0
413,N144,36
414,N151,1015
415,N158,136
416,N159,15
417,N160,28
418,N161,75
419,N162,35
420,N163,13
421,N164,38
422,N165,39
423,N168,27
424,N170,3435
425,N171,105
426,N172,52
427,N178,13416
428,N179,11722
429,N181,206
430,N182,571
431,N183,2684
432,N184,3557
433,N185,12863
434,N189,2192
435,N200,59311
436,N201,62009
437,N202,7748
438,N209,638
439,N210,4878
440,N211,698
441,N218,241
442,N219,46
443,N220,0
444,N228,38
445,N250,0
446,N251,60
447,N258,226
448,N259,20
449,N270,26
450,N271,0
451,N279,0
452,N280,675
453,N281,1146
454,N288,2780
455,N290,0
456,N291,35
457,N298,123
458,N300,11343
459,N301,1049
460,N302,1479
461,N303,245
462,N304,1040
463,N308,1933
464,N309,804
465,N310,1210
466,N311,2493
467,N312,581
468,N318,2558
469,N319,1849
470,N320,4212
471,N321,824
472,N322,408
473,N323,482
474,N324,60
475,N328,4886
476,N330,13
477,N338,123
478,N340,104
479,N341,88
480,N342,401
481,N343,0
482,N350,508
483,N351,173
484,N358,6263
485,N359,4052
486,N360,849
487,N361,332
488,N362,440
489,N363,345
490,N368,980
491,N370,22
492,N378,53
493,N390,29345
494,N391,388
495,N392,24
496,N393,28358
497,N394,4718
498,N398,308
499,N410,24835
500,N411,2013
501,N412,137
502,N413,653
503,N418,513
504,N419,185
505,N420,24
506,N421,596
507,N422,60
508,N423,129
509,N428,758
510,N430,891
511,N431,119
512,N432,3540
513,N433,7947
514,N434,78
515,N450,1035
516,N459,4918
517,N480,352
518,N481,964
519,N482,440
520,N483,271
521,N484,663
522,N485,48
523,N486,550
524,N488,3766
525,N490,0
526,N491,363
527,N492,1909
528,N498,319
529,N499,32
530,N500,314
531,N501,257
532,N508,4882
533,N510,20
534,N511,192
535,N512,63
536,N518,64
537,N600,498
538,N601,1382
539,N602,811
540,N603,471
541,N604,368
542,N608,548
543,N609,87
544,N640,12
545,N641,428
546,N642,1570
547,N643,61
548,N644,89
549,N645,567
550,N648,1546
551,N700,4658
552,N701,2510
553,N709,437
554,N710,1106
555,N711,397
556,N719,151
557,N730,436
558,N731,20
559,N732,108
560,N733,759
561,N734,26
562,N735,150
563,N736,1697
564,N738,297
565,N739,74
566,N741,0
567,N742,0
568,N743,37
569,N744,196
570,N748,26
571,N750,3007
572,N751,4912
573,N758,2358
574,N759,34
575,N760,372
576,N761,32
577,N762,130
578,N763,51
579,N764,2326
580,N765,152
581,N766,104
582,N768,425
583,N770,36
584,N771,259
585,N778,39
586,N800,11045
587,N801,4314
588,N802,183
589,N803,2915
590,N804,1453
591,N805,1215
592,N806,701
593,N808,973
594,N809,272
595,N810,95
596,N811,9182
597,N812,4294
598,N813,12342
599,N814,2857
600,N815,393
601,N816,2720
602,N818,1573
603,N819,521
604,N820,437
605,N821,123
606,N822,45
607,N823,1006
608,N824,159
609,N825,51
610,N828,52
611,N829,25
612,N830,2412
613,N831,1631
614,N832,17259
615,N833,39
616,N834,285
617,N835,1797
618,N836,151
619,N837,12
620,N838,1490
621,N840,29990
622,N841,3065
623,N842,218
624,N843,101
625,N848,135
626,N849,41
627,N850,12265
628,N851,1558
629,N852,533
630,N853,22
631,N854,118
632,N855,0
633,N856,2250
634,N857,373
635,N858,5260
636,N870,6756
637,N871,9341
638,N872,8303
639,N879,982
640,N880,60
641,N881,0
642,N882,821
643,N883,442
644,N884,31
645,N888,689
646,N890,84
647,N891,57
648,N892,54
649,N893,22
650,N894,0
651,N895,485
652,N896,561
653,N897,159
654,N898,1053
655,N899,23
656,N900,87
657,N901,77
658,N902,116
659,N903,55
660,N904,158
661,N905,136
662,N906,3248
663,N907,1114
664,N908,1271
665,N909,65
666,N910,78
667,N911,187
668,N912,37
669,N913,0
670,N914,0
671,N915,15
672,N920,2291
673,N921,6663
674,N922,50
675,N923,38
676,N924,2328
677,N925,540
678,N926,363
679,N930,185
680,N938,3850
681,N939,539
682,N940,252
683,N941,578
684,N942,24
685,N943,30
686,N944,136
687,N945,88
688,N946,377
689,N948,1329
690,N950,6415
691,N951,39
692,N952,20
693,N953,25
694,N958,156
695,N959,15
696,N970,474
697,N971,2694
698,N972,464
699,N973,60
700,N974,614
701,N978,2443
702,N979,3745
703,N980,0
704,N981,1100
705,N982,0
706,N983,0
707,N988,46
708,N989,0
709,N990,540
710,N991,1177
711,N992,104
712,N993,356
713,N994,176
714,N995,574
715,N998,454
716,O000,60
717,O001,8007
718,O002,129
719,O008,1898
720,O009,3761
721,O010,385
722,O011,103
723,O019,240
724,O020,3117
725,O021,10440
726,O028,388
727,O029,22
728,O030,173
729,O031,3746
730,O032,0
731,O033,722
732,O034,23205
733,O035,101
734,O036,1180
735,O038,699
736,O039,11793
737,O040,161
738,O041,1281
739,O042,0
740,O043,424
741,O044,5676
742,O045,54
743,O046,425
744,O047,0
745,O048,367
746,O049,177482
747,O050,0
748,O051,49
749,O053,19
750,O054,135
751,O056,0
752,O058,12
753,O059,114
754,O060,0
755,O061,20
756,O063,0
757,O064,70
758,O066,0
759,O068,0
760,O069,104
761,O070,41
762,O071,522
763,O073,145
764,O074,2085
765,O075,0
766,O076,81
767,O077,0
768,O078,98
769,O079,403
770,O080,349
771,O081,1093
772,O082,0
773,O083,12
774,O084,0
775,O086,19
776,O087,0
777,O088,411
778,O089,97
779,O100,1154
780,O101,21
781,O102,59
782,O104,117
783,O109,191
784,O120,369
785,O121,939
786,O122,211
787,O140,4779
788,O141,3370
789,O142,1102
790,O149,826
791,O150,174
792,O151,55
793,O152,48
794,O159,33
795,O200,2399
796,O208,2273
797,O209,958
798,O210,5742
799,O211,2599
800,O212,995
801,O218,1302
802,O219,1084
803,O220,86
804,O221,28
805,O222,126
806,O223,203
807,O224,120
808,O225,0
809,O228,62
810,O229,15
811,O230,3667
812,O231,636
813,O232,22
814,O233,328
815,O234,807
816,O235,1480
817,O239,111
818,O240,2441
819,O241,1246
820,O242,17
821,O243,161
822,O244,31071
823,O249,522
824,O260,571
825,O261,82
826,O262,22
827,O263,11
828,O264,103
829,O265,69
830,O266,3295
831,O267,19
832,O268,2882
833,O280,106
834,O281,163
835,O282,0
836,O283,394
837,O284,0
838,O285,62
839,O288,106
840,O289,11
841,O292,0
842,O294,22
843,O298,0
844,O300,5638
845,O301,148
846,O302,0
847,O308,0
848,O309,0
849,O310,0
850,O311,58
851,O312,69
852,O318,69
853,O320,66
854,O321,17446
855,O322,966
856,O323,195
857,O324,645
858,O325,339
859,O326,93
860,O328,301
861,O329,74
862,O330,120
863,O331,1904
864,O332,101
865,O333,47
866,O334,571
867,O335,655
868,O336,0
869,O337,18
870,O338,65
871,O339,52
872,O340,169
873,O341,495
874,O342,36716
875,O343,2885
876,O344,225
877,O345,222
878,O346,69
879,O347,418
880,O348,333
881,O349,0
882,O350,667
883,O351,716
884,O352,72
885,O353,63
886,O354,0
887,O355,21
888,O356,0
889,O357,53
890,O358,2265
891,O359,219
892,O360,610
893,O361,252
894,O362,49
895,O363,5688
896,O364,2103
897,O365,8852
898,O366,2385
899,O367,0
900,O368,2855
901,O410,3137
902,O411,753
903,O418,1140
904,O419,30
905,O420,17498
906,O421,9732
907,O422,2117
908,O429,2376
909,O430,360
910,O431,72
911,O432,110
912,O438,318
913,O439,21
914,O440,1463
915,O441,4253
916,O450,415
917,O458,964
918,O459,563
919,O460,48
920,O468,2616
921,O469,943
922,O470,29946
923,O471,9726
924,O479,300
925,O600,22875
926,O601,10968
927,O602,229
928,O603,1777
929,O610,3819
930,O611,236
931,O618,139
932,O619,277
933,O620,3520
934,O621,6338
935,O622,1236
936,O623,3013
937,O624,492
938,O628,2051
939,O629,154
940,O630,9007
941,O631,30148
942,O632,14
943,O639,308
944,O640,4829
945,O641,5693
946,O642,206
947,O643,437
948,O644,426
949,O645,351
950,O648,936
951,O649,33
952,O650,60
953,O651,1025
954,O652,118
955,O653,328
956,O654,1572
957,O655,1646
958,O658,120
959,O659,19
960,O660,2246
961,O661,310
962,O662,770
963,O663,32
964,O664,982
965,O665,856
966,O668,1727
967,O669,60
968,O670,27
969,O678,196
970,O679,45
971,O680,66937
972,O681,11926
973,O682,15399
974,O683,1204
975,O688,397
976,O689,205
977,O690,1269
978,O691,7555
979,O692,778
980,O693,600
981,O694,130
982,O695,0
983,O698,3610
984,O699,45
985,O700,25539
986,O701,6574
987,O702,429
988,O703,56
989,O709,0
990,O710,77
991,O711,203
992,O712,0
993,O713,36
994,O714,1051
995,O715,14
996,O716,0
997,O717,97
998,O718,37
999,O719,0
1000,O720,2859
1001,O721,2127
1002,O722,1198
1003,O723,60
1004,O730,1999
1005,O731,2086
1006,O741,0
1007,O742,0
1008,O743,0
1009,O744,0
1010,O745,64
1011,O746,25
1012,O747,0
1013,O748,0
1014,O749,0
1015,O750,3918
1016,O751,14
1017,O752,670
1018,O753,18
1019,O754,27
1020,O755,26
1021,O756,6936
1022,O757,6335
1023,O758,86
1024,O759,0
1025,O800,355121
1026,O801,1962
1027,O808,113
1028,O809,38
1029,O860,353
1030,O861,137
1031,O862,233
1032,O863,59
1033,O864,185
1034,O868,26
1035,O870,32
1036,O871,53
1037,O872,574
1038,O873,0
1039,O878,49
1040,O879,0
1041,O880,0
1042,O881,13
1043,O882,84
1044,O888,11
1045,O890,0
1046,O891,0
1047,O892,0
1048,O894,168
1049,O895,22
1050,O898,0
1051,O899,0
1052,O900,60
1053,O901,123
1054,O902,263
1055,O903,0
1056,O904,0
1057,O905,0
1058,O908,138
1059,O909,0
1060,O910,23
1061,O911,451
1062,O912,134
1063,O921,312
1064,O922,20
1065,O923,0
1066,O924,0
1067,O925,991
1068,O926,0
1069,O927,14
1070,O980,15
1071,O981,19
1072,O983,222
1073,O984,236
1074,O985,297
1075,O986,64
1076,O987,293
1077,O988,816
1078,O989,59
1079,O990,3981
1080,O991,1015
1081,O992,529
1082,O993,1401
1083,O994,581
1084,O995,708
1085,O996,1415
1086,O997,193
1087,O998,5076
1088,P000,428
1089,P001,16
1090,P002,5931
1091,P003,24
1092,P004,242
1093,P005,52
1094,P006,15
1095,P007,11
1096,P008,1709
1097,P009,0
1098,P010,0
1099,P011,1996
1100,P012,147
1101,P013,63
1102,P015,552
1103,P017,156
1104,P018,16
1105,P019,0
1106,P020,48
1107,P021,88
1108,P022,37
1109,P023,27
1110,P024,81
1111,P025,1252
1112,P026,450
1113,P027,78
1114,P028,0
1115,P029,0
1116,P030,351
1117,P031,208
1118,P032,1519
1119,P033,1916
1120,P034,11605
1121,P035,104
1122,P036,37
1123,P038,1261
1124,P039,0
1125,P040,405
1126,P041,492
1127,P042,172
1128,P043,21
1129,P044,263
1130,P045,0
1131,P046,0
1132,P048,86
1133,P049,0
1134,P050,6824
1135,P051,880
1136,P052,65
1137,P059,444
1138,P070,1111
1139,P071,7787
1140,P072,1799
1141,P073,28127
1142,P080,723
1143,P081,1397
1144,P082,133
1145,P100,28
1146,P101,15
1147,P102,0
1148,P103,0
1149,P104,0
1150,P108,0
1151,P109,0
1152,P110,0
1153,P111,0
1154,P112,0
1155,P113,18
1156,P114,0
1157,P120,113
1158,P121,151
1159,P122,62
1160,P123,0
1161,P124,0
1162,P128,16
1163,P129,0
1164,P130,31
1165,P131,0
1166,P132,27
1167,P133,24
1168,P134,100
1169,P138,0
1170,P140,0
1171,P141,0
1172,P142,0
1173,P143,71
1174,P148,0
1175,P151,0
1176,P152,14
1177,P153,0
1178,P154,0
1179,P155,0
1180,P158,16
1181,P200,289
1182,P201,3945
1183,P209,1290
1184,P210,1564
1185,P211,1901
1186,P219,181
1187,P220,6521
1188,P221,4473
1189,P228,6490
1190,P229,830
1191,P230,0
1192,P231,0
1193,P232,0
1194,P233,0
1195,P234,0
1196,P235,0
1197,P236,14
1198,P238,0
1199,P239,14
1200,P240,560
1201,P241,529
1202,P242,0
1203,P243,38
1204,P248,29
1205,P249,28
1206,P250,0
1207,P251,455
1208,P252,56
1209,P258,0
1210,P261,0
1211,P268,0
1212,P269,0
1213,P271,349
1214,P278,18
1215,P279,11
1216,P280,90
1217,P281,34
1218,P282,782
1219,P283,220
1220,P284,442
1221,P285,317
1222,P288,815
1223,P289,62
1224,P290,92
1225,P291,445
1226,P292,13
1227,P293,120
1228,P294,0
1229,P298,414
1230,P299,0
1231,P350,0
1232,P351,48
1233,P352,68
1234,P353,0
1235,P358,32
1236,P359,0
1237,P370,0
1238,P371,47
1239,P372,0
1240,P375,48
1241,P378,22
1242,P379,0
1243,P390,36
1244,P391,108
1245,P392,42
1246,P393,543
1247,P394,15
1248,P398,240
1249,P399,43
1250,P500,0
1251,P501,0
1252,P503,0
1253,P504,18
1254,P508,0
1255,P509,0
1256,P510,0
1257,P518,0
1258,P520,12
1259,P521,17
1260,P522,33
1261,P523,14
1262,P524,49
1263,P525,13
1264,P526,0
1265,P528,0
1266,P529,0
1267,P540,93
1268,P541,19
1269,P542,121
1270,P543,33
1271,P544,0
1272,P545,37
1273,P546,0
1274,P548,0
1275,P550,334
1276,P551,1268
1277,P558,115
1278,P559,28
1279,P560,0
1280,P569,0
1281,P570,119
1282,P578,22
1283,P579,17
1284,P580,158
1285,P581,26
1286,P582,85
1287,P583,186
1288,P584,0
1289,P585,0
1290,P588,594
1291,P589,126
1292,P590,704
1293,P591,0
1294,P592,49
1295,P593,285
1296,P598,1967
1297,P599,4586
1298,P610,292
1299,P611,92
1300,P612,147
1301,P613,50
1302,P614,207
1303,P615,25
1304,P616,0
1305,P618,28
1306,P619,0
1307,P700,1714
1308,P701,442
1309,P702,35
1310,P703,104
1311,P704,1895
1312,P708,17
1313,P709,0
1314,P710,0
1315,P711,158
1316,P712,0
1317,P713,0
1318,P714,0
1319,P718,29
1320,P719,0
1321,P720,0
1322,P721,34
1323,P722,13
1324,P728,12
1325,P740,37
1326,P741,427
1327,P742,14
1328,P743,0
1329,P748,200
1330,P760,60
1331,P761,131
1332,P762,0
1333,P768,157
1334,P769,166
1335,P780,42
1336,P781,0
1337,P782,58
1338,P783,384
1339,P788,1100
1340,P789,13
1341,P800,24
1342,P808,224
1343,P809,48
1344,P810,138
1345,P818,381
1346,P819,862
1347,P831,127
1348,P832,12
1349,P833,13
1350,P834,0
1351,P835,488
1352,P836,0
1353,P838,55
1354,P839,0
1355,P910,208
1356,P911,0
1357,P912,41
1358,P913,70
1359,P914,19
1360,P915,26
1361,P916,566
1362,P918,58
1363,P919,0
1364,P920,999
1365,P921,1339
1366,P922,1149
1367,P923,634
1368,P924,82
1369,P925,1144
1370,P928,1092
1371,P929,329
1372,P940,0
1373,P941,41
1374,P942,484
1375,P948,202
1376,P949,21
1377,P960,35
1378,P961,417
1379,P962,51
1380,P963,0
1381,P964,31
1382,P968,364
1383,Q000,0
1384,Q010,0
1385,Q011,14
1386,Q012,18
1387,Q018,30
1388,Q019,35
1389,Q030,72
1390,Q031,16
1391,Q038,78
1392,Q039,100
1393,Q040,90
1394,Q042,0
1395,Q043,152
1396,Q044,14
1397,Q045,16
1398,Q046,182
1399,Q048,118
1400,Q049,14
1401,Q050,0
1402,Q052,40
1403,Q053,0
1404,Q054,15
1405,Q055,0
1406,Q056,0
1407,Q057,52
1408,Q058,31
1409,Q059,82
1410,Q061,0
1411,Q062,29
1412,Q063,48
1413,Q064,0
1414,Q068,143
1415,Q069,26
1416,Q070,482
1417,Q078,26
1418,Q079,0
